lp_mean,lp_std,lp_min,lp_max,lp_median,lp_q10,lp_q90,lp_skew,lp_kurtosis,ent_mean,ent_std,ent_min,ent_max,ent_median,ent_skew,rank_mean,rank_std,rank_median,rank_q90,rank_top1_frac,rank_top5_frac,rank_top10_frac,rank_top100_frac,top1p_mean,top1p_std,top5p_mean,top5p_std,lp_diff_mean,lp_diff_std,seq_length
-2.7830465,2.8949132,-14.1875,-0.00030326843,-1.71875,-7.20625,-0.041992188,-1.2376021146774292,0.8939554691314697,2.421846,1.5406559,0.0037231445,7.75,2.4765625,0.3214457929134369,54.99099,236.25682,1.0,89.69992,0.46396396396396394,0.7027027027027027,0.7567567567567568,0.9009009009009009,0.47620782,0.29014584,0.7394646,0.22148348,3.0758157,4.1433797,222
-1.8167672,2.124233,-12.6875,-0.00065231323,-0.984375,-4.59375,-0.04736328,-1.960057020187378,4.5361456871032715,1.7477442,1.1196768,0.00793457,6.8125,1.5625,0.8278436660766602,11.227006,62.36773,0.0,10.0,0.5596868884540117,0.8395303326810176,0.8962818003913894,0.9765166340508806,0.5576674,0.25319389,0.84357417,0.16126323,2.017068,2.9583802,511
-1.6678274,2.2240162,-10.8125,-5.1259995e-06,-0.68359375,-4.45,-0.0019180316,-1.8964104652404785,3.5098910331726074,1.4831748,1.2097043,8.583069e-05,5.71875,1.3359375,0.633024275302887,9.473684,56.69824,0.0,9.199982,0.6090225563909775,0.8446115288220551,0.899749373433584,0.974937343358396,0.6406923,0.27831775,0.8661742,0.15941495,1.977529,2.9871788,399
-2.025837,2.3541248,-12.5,-0.00011110306,-1.2890625,-5.45625,-0.01674805,-1.7293494939804077,3.118704319000244,1.9432094,1.4590052,0.0016174316,7.5625,1.7734375,0.5689618587493896,60.84151,738.2586,0.0,14.0,0.5471698113207547,0.8150943396226416,0.8754716981132076,0.9622641509433962,0.5530476,0.30154228,0.79456073,0.21003962,2.2904255,3.2590363,265
-2.6123257,2.4432054,-15.5,-6.67572e-05,-1.953125,-5.884375,-0.19140637,-1.4552065134048462,2.955594539642334,2.525293,1.2929986,0.0009918213,7.0625,2.4921875,0.07492803782224655,51.597702,492.8463,1.0,31.899963,0.3994252873563218,0.7068965517241379,0.7729885057471264,0.9626436781609196,0.4387165,0.2572923,0.7214664,0.20034894,2.5565937,3.393408,348
-2.193973,2.513748,-14.6875,-3.5762787e-05,-1.28125,-5.78125,-0.044433594,-1.7145699262619019,3.4083266258239746,1.9843028,1.4307408,0.0005264282,7.96875,1.734375,0.6807202696800232,43.714287,395.1824,0.0,20.0,0.5244618395303327,0.7651663405088063,0.8571428571428571,0.9549902152641878,0.5364204,0.2931256,0.79619086,0.21857904,2.5246038,3.5487087,511
-1.5188802,2.3450017,-12.75,-1.4901161e-05,-0.3544922,-4.5625,-0.005145263,-2.1777663230895996,5.0373077392578125,1.4242928,1.3735465,0.00022411346,8.125,1.1171875,1.5175615549087524,40.55,378.38773,0.0,9.200012,0.671875,0.85,0.9,0.96875,0.6737076,0.29056117,0.87310183,0.1682305,1.8633735,2.9096792,320
-2.619503,2.5865216,-11.4375,-0.0002117157,-1.8515625,-6.315625,-0.12202151,-1.158895492553711,0.6138179302215576,2.370891,1.4563283,0.0022125244,6.8125,2.1171875,0.4549729526042938,30.67647,163.74078,1.0,35.69998,0.4572192513368984,0.7112299465240641,0.7834224598930482,0.9385026737967914,0.47260925,0.27388442,0.7482793,0.22382167,2.7800493,3.6497495,374
-1.7161981,2.286742,-12.75,-8.869171e-05,-0.81640625,-4.53125,-0.0021820068,-1.9749648571014404,4.1350812911987305,1.5042956,1.3064905,0.0012435913,7.46875,1.4140625,0.9497999548912048,35.992702,366.2162,0.0,10.0,0.5815085158150851,0.8223844282238443,0.8978102189781022,0.9683698296836983,0.6235019,0.29434645,0.85943913,0.17547671,2.0242338,3.0362947,411
-2.359107,2.6297665,-17.5,-7.104874e-05,-1.3515625,-6.09375,-0.08935547,-1.8608919382095337,4.572464942932129,2.1102543,1.2677033,0.0010223389,7.15625,1.9375,0.6270076632499695,67.802345,702.28656,1.0,27.0,0.48140900195694714,0.7455968688845401,0.812133072407045,0.9608610567514677,0.5076233,0.2537191,0.7940638,0.18607396,2.4874525,3.5758622,511
